,sent,category,plant,genus,species,plant_group,category_int
11984,The U.S. Fish and Wildlife Service listed the species on the Endangered Species Act in 1987 due to increasing threats from habitat loss and disruption of natural forest fire regimes.,Summary,,Cupressus,abramsiana,,17
11985,"In 2016, the conservation status of the Santa Cruz cypress changed to Threatened.",Summary,,Cupressus,abramsiana,,17
11986,The cited reasoning was a decrease in threats against their habitat.,Summary,,Cupressus,abramsiana,,17
11987,The sap is a source of sugar and can be boiled to make maple syrup.,Special Uses,,Acer,spicatum,,16
11988,"The bark contains tannins, which are used in tanning leather.",Special Uses,,Acer,spicatum,,16
11989,Indigenous peoples infused the piths of young twigs to produce treatments for eye irritation and made poultices from boiled root chips.,Special Uses,,Acer,spicatum,,16
11990,It is also said to be used to relieve stress in humans.,Special Uses,,Acer,spicatum,,16
11991,The wood has been a popular choice for making musical instruments because of its high strength and durability.,Special Uses,,Acer,spicatum,,16
11992,"The sapwood can be white, and smaller logs may have a higher proportion of this desirable wood.",Special Uses,,Acer,saccharum,,16
11993,Bowling alleys and bowling pins are both commonly manufactured from sugar maple.,Special Uses,,Acer,saccharum,,16
11994,"Trees with wavy woodgrain, which can occur in curly, quilted, and ""birdseye maple"" forms, are especially valued.",Special Uses,,Acer,saccharum,,16
11995,"Maple is also the wood used for basketball courts, including the floors used by the NBA, and it is a popular wood for baseball bats, along with white ash.",Special Uses,,Acer,saccharum,,16
11996,"In recent years, because white ash has become threatened by emerald ash borer, sugar maple wood has increasingly displaced it for baseball bat production.",Special Uses,,Acer,saccharum,,16
11997,"It is also widely used in the manufacture of musical instruments, such as the members of the violin family (sides and back), guitars (neck), grand pianos (rim), and drum shells.",Special Uses,,Acer,saccharum,,16
11998,It is also often used in the manufacture of sporting goods.,Special Uses,,Acer,saccharum,,16
11999,"Canadian maple, often referred to as ""Canadian hardrock maple"", is prized for pool cues, especially the shafts.",Special Uses,,Acer,saccharum,,16
12000,"Some production-line cues will use lower-quality maple wood with cosmetic issues, such as ""sugar marks"", which are most often light brown discolorations caused by sap in the wood.",Special Uses,,Acer,saccharum,,16
12001,"The best shaft wood has a very consistent grain, with no marks or discoloration.",Special Uses,,Acer,saccharum,,16
12002,"Sugar marks usually do not affect how the cue plays, but are not as high quality as those without it.",Special Uses,,Acer,saccharum,,16
12003,"The wood is also used in skateboards, gunstocks, and flooring for its strength.",Special Uses,,Acer,saccharum,,16
12004,"Canadian hardrock maple is also used in the manufacture of electric guitar necks due to its high torsional stability and the bright, crisp resonant tone it produces.",Special Uses,,Acer,saccharum,,16
12005,"If the grain is curly, with flame or quilt patterns, it is usually reserved for more expensive instruments.",Special Uses,,Acer,saccharum,,16
12006,"In high-end guitars this wood is sometimes Torrefied to cook out the Lignin resins, allowing the greater stability to climate & environmental changes, and to enhance its tonal characteristics as the instrument's resonance is more evenly distributed across the cellulose structure of the wood without the lignin.",Special Uses,,Acer,saccharum,,16
12007,"The sapwood of Texas persimmon is clear yellow, while the heartwood, found only in very large trees, is black (ebony), like that of the related D. ebenum.",Special Uses,,Diospyros,texana,,16
12008,The heartwood is hard and dense and takes a high polish.,Special Uses,,Diospyros,texana,,16
12009,"It is used to make engraving blocks, artwork, and tools.",Special Uses,,Diospyros,texana,,16
12010,The fleshy berries are edible and sweet when ripe and are used in puddings and custards; they are also relished by many species of birds and mammals.,Special Uses,,Diospyros,texana,,16
12011,"However, they are astringent when unripe.",Special Uses,,Diospyros,texana,,16
12012,They were traditionally used by Native Americans to make a black dye for animal hides and are still used for this purpose in Mexico.  ,Special Uses,,Diospyros,texana,,16
12013,"The small size, peeling bark, intricate branching, and drought tolerance of D. texana make it useful as an ornamental.",Special Uses,,Diospyros,texana,,16
12014,"The scientific botanical name with the standard spelling sabiniana commemorates Joseph Sabine, secretary of the Horticultural Society of London.",Taxonomy,,Pinus,sabiniana,,18
12015,"Some botanists proposed a new spelling sabineana, because they were confused with Latin grammar.",Taxonomy,,Pinus,sabiniana,,18
12016,"The proposal has not been accepted by the relevant authorities (i.e. United States Department of Agriculture, The Jepson Manual or Germplasm Resources Information Network (GRIN).",Taxonomy,,Pinus,sabiniana,,18
12017,"The GRIN notes that the spelling sabiniana agrees with a provision in the Vienna Code of the International Code of Botanical Nomenclature, the governing body of botanical nomenclature.",Taxonomy,,Pinus,sabiniana,,18
12018,"In that code, recommendation 60.2C states that personal names can be Latinized in species epithets: 'Sabine' is Latinised to sabinius, with the addition of the suffix ""-anus"" (pertaining to) the word becomes sabiniana (In Latin, trees are feminine, irrespective if the word ends with a masculine suffix, i.e. pinus).",Taxonomy,,Pinus,sabiniana,,18
12019,The GRIN database notes that Sabine's last name is not correctable and therefore Pinus sabiniana is the proper name for the species.,Taxonomy,,Pinus,sabiniana,,18
12020,"The scientific name of Smooth Alder is Alnus serrulata (Aiton) Willd., synonymous with Alnus noveboracensis Britton, Alnus rubra Desfontaines ex Spach, Alnus rugosa (Du Roi) Sprengel, Alnus rugosa (Du Roi) Sprengel var.",Taxonomy,,Alnus,serrulata,,18
12021,"serrulata (W. Aiton) H. Winkler, Alnus serrulata (W. Aiton)",Taxonomy,,Alnus,serrulata,,18
12022,Willdenow var.,Taxonomy,,Alnus,serrulata,,18
12023,"subelliptica Fernald, and Betula serrulata W. Aiton. 
",Taxonomy,,Alnus,serrulata,,18
12024,"It has English common names including common alder, tag alder, hazel alder, and smooth alder.",Taxonomy,,Alnus,serrulata,,18
12025,"The seeds are dispersed by the pinyon jay, which plucks them out of the open cones.",Ecology,,Pinus,edulis,,6
12026,"The jay, which uses the seeds as a food resource, stores many of the seeds for later use, and some of these stored seeds are not used and are able to grow into new trees.",Ecology,,Pinus,edulis,,6
12027,"The seeds are also eaten by wild turkey, Montezuma quail, and various mammals.",Ecology,,Pinus,edulis,,6
12028,The seeds can be eaten by first being roasted.,Special Uses,,Olneya,,,16
12029,Olneya ironwood is very hard and heavy.,Special Uses,,Olneya,,,16
12030,"Its density is greater than water and thus sinks; it does not float downstream in washes and must be moved by current motion.
",Special Uses,,Olneya,,,16
12031,"Due to its considerable hardness, processing desert ironwood is difficult.",Special Uses,,Olneya,,,16
12032,Final treatment of the wood with solutions can also be difficult because of its high density.,Special Uses,,Olneya,,,16
12033,"As a result, mass processing of this wood is difficult, and most of its commercial usages are artisanal, such as durable wooden sculptures as well as knife handles.",Special Uses,,Olneya,,,16
12034,"The seeds of the pinyon pine, known as ""pine nuts"" or ""piñóns"", are an important food for American Indians living in the mountains of the North American Southwest.",Special Uses,Pinyon pine,,,,16
12035,"All species of pine produce edible seeds, but in North America only pinyon produces seeds large enough to be a major source of food.",Special Uses,Pinyon pine,,,,16
12036,The pinyon has likely been a source of food since the arrival of Homo sapiens in the Great Basin and American Southwest (Oasisamerica).,Special Uses,Pinyon pine,,,,16
12037,"In the Great Basin, archaeological evidence indicates that the range of the pinyon pine expanded northward after the Ice Age, reaching its northernmost (and present) limit in southern Idaho about 4000 BCE.",Special Uses,Pinyon pine,,,,16
12038,"Early Native Americans undoubtedly collected the edible seeds, but, at least in some areas, evidence of large quantities of pinyon nut harvesting does not appear until about 600 CE.",Special Uses,Pinyon pine,,,,16
12039,"Increased use of pinyon nuts was possibly related to a population increase of humans and a decline in the number of game animals, thereby forcing the Great Basin inhabitants to seek additional sources of food.",Special Uses,Pinyon pine,,,,16
12040,The suitability of pinyon seeds as a staple food is reduced because of the unreliability of the harvest.,Special Uses,Pinyon pine,,,,16
12041,"Abundant crops of cones and seeds occur only every two to seven years, averaging a good crop every four years.",Special Uses,Pinyon pine,,,,16
12042,Years of high production of seed tend to be the same over wide areas of the pinyon range.,Special Uses,Pinyon pine,,,,16
12043,"The seeds remain viable for less than one year, and are dispersed in two ways.",Ecology,,Taxodium,distichum,,6
12044,One is by water: the seeds float and move on water until flooding recedes or the cone is deposited on shore.,Ecology,,Taxodium,distichum,,6
12045,"The second is by wildlife: squirrels eat seeds, but often drop some scales from the cones they harvest.",Ecology,,Taxodium,distichum,,6
12046,"Seeds do not germinate under water and rarely germinate on well-drained soils; seedlings normally become established on continuously saturated, but not flooded, soils for one to three months.",Ecology,,Taxodium,distichum,,6
12047,"After germination, seedlings must grow quickly to escape floodwaters; they often reach a height of 20–75 cm (up to 100 cm in fertilized nursery conditions) in their first year.",Ecology,,Taxodium,distichum,,6
12048,Seedlings die if inundated for more than about two to four weeks.,Ecology,,Taxodium,distichum,,6
12049,Natural regeneration is therefore prevented on sites that are always flooded during the growing season.,Ecology,,Taxodium,distichum,,6
12050,"Although vigorous saplings and stump sprouts can produce viable seed, most specimens do not produce seed until they are about 30 years old.",Ecology,,Taxodium,distichum,,6
12051,"In good conditions, bald cypress grows fairly fast when young, then more slowly with age.",Ecology,,Taxodium,distichum,,6
12052,"Trees have been measured to reach 3 m in five years, 21 m in 41 years, and 36 m in height in 96 years; height growth has largely ceased by the time the trees are 200 years old.",Ecology,,Taxodium,distichum,,6
12053,"Some individuals can live over 1,000 years.",Ecology,,Taxodium,distichum,,6
12054,"Determination of the age of an old tree may be difficult because of frequent missing or false rings of stemwood caused by variable and stressful growing environments.

",Ecology,,Taxodium,distichum,,6
